Host IP,DNS Hostname,NetBIOS Hostname,Tracking Method,Operating System,OS CPE,NETWORK,Last Scan Date,Evaluation Date,Control ID,Technology,Control,Criticality Label,Criticality Value,Instance,Status,Remediation,Deprecated,Evidence,Cause of Failure,Qualys Host ID
10.120.100.11,dc-b2.tlt.co.th,DC-B2,AGENT,Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 02:16:11 (GMT+0700),11/27/2023 at 02:28:59 (GMT+0700),3758,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum lifetime for user ticket renewal' security setting (in days) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum lifetime for user ticket renewal</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
7

======Current Value(s) - Last updated: 11/26/2023 at 16:52:26 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",5691b277-a5c1-4739-a8f5-0fcfa633f43e
10.120.100.11,dc-b2.tlt.co.th,DC-B2,AGENT,Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 02:16:11 (GMT+0700),11/27/2023 at 02:28:59 (GMT+0700),3760,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum tolerance for computer clock synchronization' setting (in minutes) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum tolerance for computer clock synchronization</B> setting from the RSOP [Resultant Set of Policy] via WMI query.

======Expected Value(s)======
less than or equal to
5

======Current Value(s) - Last updated: 11/26/2023 at 16:52:26 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",5691b277-a5c1-4739-a8f5-0fcfa633f43e
10.121.100.10,dc-c1.tlt.co.th,DC-C1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 05:17:28 (GMT+0700),11/27/2023 at 05:36:49 (GMT+0700),3739,Windows 2019 Active Directory,Status of the 'Kerberos policy: Maximum lifetime for service ticket' setting from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum Lifetime for a Service Ticket</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
600

======Current Value(s) - Last updated: 11/26/2023 at 17:52:08 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",1554f23c-010e-4d3c-8264-9a5be281ba22
10.121.100.10,dc-c1.tlt.co.th,DC-C1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 05:17:28 (GMT+0700),11/27/2023 at 05:36:49 (GMT+0700),3740,Windows 2019 Active Directory,Status of the 'Kerberos policy: Maximum lifetime for user ticket' setting from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum Lifetime of a Ticket Granting Ticket/User Ticket</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
10

======Current Value(s) - Last updated: 11/26/2023 at 17:52:08 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",1554f23c-010e-4d3c-8264-9a5be281ba22
10.121.100.10,dc-c1.tlt.co.th,DC-C1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 05:17:28 (GMT+0700),11/27/2023 at 05:36:49 (GMT+0700),3758,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum lifetime for user ticket renewal' security setting (in days) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum lifetime for user ticket renewal</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
7

======Current Value(s) - Last updated: 11/26/2023 at 17:52:08 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",1554f23c-010e-4d3c-8264-9a5be281ba22
10.121.100.10,dc-c1.tlt.co.th,DC-C1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 05:17:28 (GMT+0700),11/27/2023 at 05:36:49 (GMT+0700),3760,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum tolerance for computer clock synchronization' setting (in minutes) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum tolerance for computer clock synchronization</B> setting from the RSOP [Resultant Set of Policy] via WMI query.

======Expected Value(s)======
less than or equal to
5

======Current Value(s) - Last updated: 11/26/2023 at 17:52:08 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",1554f23c-010e-4d3c-8264-9a5be281ba22
10.122.100.10,dc-u1.tlt.co.th,DC-U1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 08:10:08 (GMT+0700),11/27/2023 at 08:53:20 (GMT+0700),3739,Windows 2019 Active Directory,Status of the 'Kerberos policy: Maximum lifetime for service ticket' setting from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum Lifetime for a Service Ticket</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
600

======Current Value(s) - Last updated: 11/26/2023 at 18:34:48 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",40b7abfe-c1db-4928-91e6-f85365b15088
10.122.100.10,dc-u1.tlt.co.th,DC-U1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 08:10:08 (GMT+0700),11/27/2023 at 08:53:20 (GMT+0700),3740,Windows 2019 Active Directory,Status of the 'Kerberos policy: Maximum lifetime for user ticket' setting from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum Lifetime of a Ticket Granting Ticket/User Ticket</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
10

======Current Value(s) - Last updated: 11/26/2023 at 18:34:48 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",40b7abfe-c1db-4928-91e6-f85365b15088
10.122.100.10,dc-u1.tlt.co.th,DC-U1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 08:10:08 (GMT+0700),11/27/2023 at 08:53:20 (GMT+0700),3758,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum lifetime for user ticket renewal' security setting (in days) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum lifetime for user ticket renewal</B> setting from the RSOP [Resultant Set of Policy] via WMI query defined by the Kerberos policies in Active Directory.

======Expected Value(s)======
less than or equal to
7

======Current Value(s) - Last updated: 11/26/2023 at 18:34:48 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",40b7abfe-c1db-4928-91e6-f85365b15088
10.122.100.10,dc-u1.tlt.co.th,DC-U1,AGENT,Windows Server 2019 Standard 64 bit Edition AD Version 1809 Build 17763,cpe:/o:microsoft:windows_server_2019:1809::x64:,Global Default Network,11/27/2023 at 08:10:08 (GMT+0700),11/27/2023 at 08:53:20 (GMT+0700),3760,Windows 2019 Active Directory,Status of the 'Kerberos Policy: Maximum tolerance for computer clock synchronization' setting (in minutes) from the Resultant Set of Policy,CRITICAL,4,ad2019,Failed,,0,"The following Integer value(s) of <B>X</B> indicates the current status of the <B>Maximum tolerance for computer clock synchronization</B> setting from the RSOP [Resultant Set of Policy] via WMI query.

======Expected Value(s)======
less than or equal to
5

======Current Value(s) - Last updated: 11/26/2023 at 18:34:48 (GMT+0700)======
Setting not defined
","	======Unexpected values======
Setting not defined",40b7abfe-c1db-4928-91e6-f85365b15088
